screen_names,texts
mariareyesflore,RT @isastiguada: ¿Por qué siempre que hacen algo mal lo justifican con otras cosas que estuvieron mal? Se hicieron mal las cosas y punto. L…
StellaValverde,"@Subrayado Ni que hablar por tres cruces, la rural del prado, los ómnibus hasta la manija, los cuadros de fútbol qu… https://t.co/ti1d9ANURX"
flaviagarciabar,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
LeoGardil,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
LautaLlavallol,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
LuisBianchi19,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
ASC1899,"@rotambor Pero Gabi sos mogolico o tus padres son primos, seguramente vos sos eras el que pedías cuarentena obligat… https://t.co/JqgPxUTQlZ"
Vivi_Mendez_15,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
JPS_Insta,@Viruviru20 @natipatron @camboue Por qué sería por el prado? Hubieron casos en todo el interior del país antes de l… https://t.co/H1r1IgJvsr
MaiaUmpi,"RT @leonardoelec: @M_modernel Te parece comparar la Rural del Prado con esto, en 15 días te enterarás. 👇 https://t.co/1GtgpTKOQs"
JessicaPr1202,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
carbonero_dario,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
macaalvariza22,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
DiEgO_Wasowski,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
nolosvote,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
Facundosigales1,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
Viettro_Violeta,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
EscmonteroSonia,@Sari_2012_ @DrDanielSalinas Y tampoco estoy de acuerdo con la realización de la rural del Prado. Mientras tanto lo… https://t.co/vuMOr1juYT
Fernand80828781,@Mantonini55Olga @TeijeiroNicolas @TATIAMESTOY @LuisLacallePou @AlvaroDelgadoUy @MartinLemaUy @JavierGarcia_Uy… https://t.co/OyLsbbYhkS
LuuTestoni,RT @profcollette: Indignación selectiva o hipócrita? Muchos están indignaron con la marcha de la Diversidad y el peligro de la propagación…
valeria46195075,@DrDanielSalinas Yo me pregunto señor ministro sobre la rural del prado no comentamos nada ?? Que estaban todos amo… https://t.co/OhvO0ehQlx
botellanaranja,"RT @freedomparadyse: che, por la rural del prado no los vi tan indignados, no será que lo que realmente les molesta es la libertad?? replán…"
valentinaa2016,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
vicota2203,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
oprpolitica,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
romina_amm,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
adriana77507451,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
oprpolitica,"@DrDanielSalinas Muuuuu muuu.... Le diste tiempo a aprender a mugir al coronavirus, de tanto que paseó por la rural del Prado."
whoisSimx,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
panconpaltita2,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
FeracostaDiaz,"@FlorenciaAstori Y lo más patético es ver algún tweer frente amplista comparado esto con la rural del prado, que de… https://t.co/18nmQxqj44"
leonelchaves40,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
CarlaZazzari,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
mauroaya,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
arielsaporiti,@Subrayado Montevideo: Rural del Prado.
patodel_0,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
amnesiageneral,"Qué sociedad de 💩 eh:
ñeñe prado... yo hago esto porque vos hiciste lo otro ... 
Justificandose
No es así Señores!… https://t.co/r4lKmildYd"
santiosilveira,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
elmundoesansi,@Florbarviolet @stellamar49 @EleonoraNavatta @ONVentura Lo de la rural del prado estuvo a años luz de lo que se hiz… https://t.co/e2yhnl0JR4
ClaudiaRabellin,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
GuevaraQueirolo,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Washing85,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
GuevaraQueirolo,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
bobespo39056160,"RT @LuisEsMiSombra: Bo, mucho indignado por ahí con la marcha de la diversidad y el peligro de propagar el covid-19 pero pocas ganas de ind…"
OsaObesa,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
LoreleyLopez70,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
PatyEmme,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
LetiDAndrea,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
CristinaFigliol,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
kkaasteri,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Juancho6093,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
jrpi85,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
valenp1184,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
Rous_tr,"@AltaFachaUy @portalmvd @DrDanielSalinas Muchos nos sentimos así durante la rural del Prado, mucha impotencia, sí
T… https://t.co/zNsrenSvsS"
AnaJesu40725925,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
PMoreno2224,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
kkaasteri,RT @M_modernel: @gera_nunez1001 La rural del prado https://t.co/Ih5uysiLQm
Florrchoca,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Florrchoca,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
ValeeAcostaOk,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
Claudio40314032,"@her_vilar A mi no me interesa el partidarismo del señor
Creo que no es el momento de hacer aglomeración en ningún… https://t.co/6PINQ2vlyN"
danielr69970122,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
maialacruz2208,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
HermandadPro,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
AllysonPereyra,Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignars… https://t.co/o6xYUOLIsm
YVERA14,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
DaniRomero_18,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
RoderichSWeisz,"RT @leonardoelec: @M_modernel Te parece comparar la Rural del Prado con esto, en 15 días te enterarás. 👇 https://t.co/1GtgpTKOQs"
RoderichSWeisz,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
martinpy_21,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
crisgallinal,"@gera_nunez1001 De todas las miserias humanas que cargas, la hipocresía es una de las más grandes en ti. Así que ll… https://t.co/iNty6rCCC2"
Magaali22,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
Alesitoledo,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
santiosilveira,RT @mendezagustinam: los que comparan rural del prado con la marcha de ayer realmente no entendieron nada; la rural del prado genera ingres…
pablolassalle,"RT @danilotegaldo: Rural del Prado. En últimas tres semanas y según hilo epidemiologico del MSP hasta hoy, ninguno de los casos positivos c…"
Alanbertinat,"@RobertSilva1971 Ayy si, de la rural del prado no te enteras? Que gente pelotudaaa"
math5115,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
victoria_mrp,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
_cachoo,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
Guilledelcr,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Sabriii_berger,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
LuUhaldee,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
ecenturion5,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
contratodos1891,@Cleopat53070755 @fernand15498325 La verdad que si unos hdp como los que organizan la rural del prado y los que per… https://t.co/ZiPQelnvRM
AAlexaRS,RT @NicoPilatti: Twitter es un antro hermoso donde podés ver gente criticando la Rural del Prado y una semana después ver a la misma gente…
sofiaorona__,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
Anita_Iglesias1,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
laabri4,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
bichovi,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
christiannarias,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
miranda1emanuel,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
_CanUCMe,"RT @la_sarli: ""Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse con la…"
tamaperez17,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
garciafausto_,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
lusixsad,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
vale1242,"RT @luisilinaa: La rural del prado estuvo llena de protocolos, ni siquiera es comparable, pero pedirte coherencia es exigirte demasiado"
Jorgecamposfer1,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
AguusMayo,"RT @aguslopez97: Bo que onda esa doble moral para cuestionar las marchas y no los shoppings, la rural del prado o los actos de los partidos?"
Vicky____,@AugustoBriaan @afariasdiaz @Frente_Amplio Vas a compara esto con la rural del prado? Descerebrado...
RosinaDufrechu,"RT @AlfTuitea: Para la próxima ya sabemos, que las marchas se hagan en la rural del prado, porque ahí es sabido que no se contagia la gente…"
joseislas21,"RT @M_modernel: “Critican las aglomeraciones y no critican la Rural del prado”.

La rural del prado: https://t.co/OMYCnvA28q"
MaathiGonzalez,"RT @LuisEsMiSombra: Bo, mucho indignado por ahí con la marcha de la diversidad y el peligro de propagar el covid-19 pero pocas ganas de ind…"
RGuccino,RT @gera_nunez1001: Mucho indignado con la marcha de la diversidad y el peligro de propagar el covid-19. Pero pocas ganas de  indignarse co…
Levgiro1,"@gera_nunez1001 Los buses son responsabilidad de la imm, en la rural del prado se aplican protocolos recomendados por @MSPUruguay"
